Date,Text,Processed_Text,Score,Username,Sentiment
2025-03-05 05:08:05,Game ini pembuat depresi 🗿,game buat depresi ,5,Adam,Positif
2025-03-05 05:07:35,Bagus dan enak untuk di mainkan👍,bagus enak main,5,Hafiz Usman,Positif
2025-03-05 05:05:37,Game yang tidak bermutu tidak berguna memang gem ga jelas ketemu tim yang ga bisa main trus gua 20× apanya yang seru game gj,game mutu guna gem ga ketemu tim ga main trus gua 20 apa seru game gj,1,ASK,Negatif
2025-03-05 05:04:33,Asik,asik,5,Faturi Cokk,Positif
2025-03-05 05:04:23,Moonton aku dah losetreak 20 x moonton² kasih aku lawan bot lah aku cape gendong bulan puasa jangan samakan aku kek pascol,moonton dah losetreak 20 x moonton kasih lawan bot cape gendong puasa sama kek pascol,1,Restu Hasbi,Negatif
2025-03-05 05:04:04,Tujuan memberi musuh yang tidak setara / Terlalu jago untuk apa ya montoon?,tuju musuh tara jago montoon,1,Akifa Naila Kurniawan,Negatif
2025-03-05 05:03:58,Tolong min skin Hero nya di kasih murah sedikit,min skin hero nya kasih murah,3,Zahra Maskura,Netral
2025-03-05 05:03:18,bagus banget permainan nya walaupun ngelag tapi sering juga ku banting,bagus banget main nya ngelag ku banting,4,Dinda sari Aryati,Positif
2025-03-05 05:03:17,Karna saya kasih bintang satu karna rengk saya tidak naik naik sayah selalu sabar dan tidak menghapus game nya Semoga pihak mlbb memberikan tim yang bagus dan sempurna secara renk saya bosan saya masih stak di renk epic saya turun naik terus renk nya semoga monton selaku pihak ml misa memenangkan. Akun ml saya. Sekian terimakasib,karna kasih bintang karna rengk sayah sabar hapus game nya moga mlbb tim bagus sempurna renk bosan stak renk epic turun renk nya moga monton ml misa menang akun ml sekian terimakasib,1,Yogipratama 12,Negatif
2025-03-05 05:02:47,Assalamualaikum saya mau bilang sesuatu saat bermain saya Selalu dapat tim gajelas musuh makin dususahin tolong kasih lawan yang seimbang biar makin seru game nya sebenarcnya seru tapi musuh nya gak seimbang mohon di perbaiki.dan satu lagi jaringan di sini lancar tapi di game nya ngeleg parah sampai gak bisa main yang serius.saya kasih bintang lima karna game nya bagus tapi kesalahan kesalahan mohon di perbaiki.dan saya minta maaf kalo ada omongan saya yang tidak enak untuk dibaca sy minta maaf,assalamualaikum bilang main tim gajelas musuh dususahin kasih lawan imbang biar seru game nya sebenarcnya seru musuh nya gak imbang mohon perbaikidan jaring lancar game nya ngeleg parah gak main seriussaya kasih bintang karna game nya bagus salah salah mohon perbaikidan maaf kalo omong enak baca sy maaf,5,Bintang Ramadhan,Positif
2025-03-05 05:01:35,"Game anehh,bikin stress mending ga ush download ni game,aku aja udh hapus,",game anehhbikin stress mending ga ush download ni gameaku aja udh hapus,1,naufal valfa,Negatif
2025-03-05 05:00:45,Neraka bagi solo Player. Game yang terserah montoon sendiri menang bukan karena skill tapi keberuntungan dan pengaturan montoon. Gpp maen jelek yang penting montoon nya tetap tololl bakal menang terus,neraka solo player game serah montoon menang skill untung atur montoon gpp maen jelek montoon nya tololl menang,1,gani salim,Negatif
2025-03-05 04:59:48,Scam,scam,1,Ahmad Dani,Negatif
2025-03-05 04:59:30,Monton adain mode survival kaya dulu...,monton adain mode survival kaya,5,Day Muhamad,Positif
2025-03-05 04:59:06,Singkat saja. Game kont,singkat game kont,1,Kagura Hero,Negatif
2025-03-05 04:58:42,Aku tidak mengerti mengapa permainan ini tidak adil,erti main adil,1,Raudhotul Jannah,Negatif
2025-03-05 04:57:43,"min tolong dong perbaiki lagi, dari jaringan padahal jaringan disini lancar, kuota banyak tapi kok leg terus pas main, mempengaruhi saat bermain game, jadinya kena pelanggaran afk gara-gara sinyal.",min baik jaring jaring lancar kuota leg pas main pengaruh main game kena langgar afk garagara sinyal,4,—kylaa anita.,Positif
2025-03-05 04:57:41,GAME GOBLOK!,game goblok,1,QyQy,Negatif
2025-03-05 04:57:32,👍👍👍👍👍,,5,Priyadi Supri,Positif
2025-03-05 04:57:32,dapat drak sistem trus jaringan suka hilang hilang. cukup baik kalo bintang 1. soalnya makin gak bagus.,drak sistem trus jaring suka hilang hilang kalo bintang 1 gak bagus,1,Abdul Yudap,Negatif
2025-03-05 04:56:42,Banyak drak sistem,drak sistem,1,Fafac Gagag,Negatif
2025-03-05 04:56:26,"ml skrg susah bgt naikin rank, ad turun seasons lgi biar apcb cpe"" naikin mlh turun lgi. aplagi yg d epic/gm gk naik"" mw naik k legend aj susah. sy dri 2023 epic mulu mentok dsitu gra"" dksih tim dark sistem turun season. kdng ngsh musuh/tim jg g sesuai. sbnrnya sy bsa aj mnang KALO timny kompak. nih y lgi kl misalny bntng nya udh 4 nanggung kn 1, sy prnh ngegendong alhamdulillah nya mnang tp mlh diksi 1 aj g skalian naik gt? pdhl wktu it sy yg NGEGENDONG. emg kramat y kl bntg ny udh 5 slalu klh.",ml skrg susah bgt naikin rank ad turun seasons lgi biar apcb cpe naikin mlh turun lgi aplagi yg d epicgm gk mw k legend aj susah sy dri 2023 epic mulu mentok dsitu gra dksih tim dark sistem turun season kdng ngsh musuhtim jg g sesuai sbnrnya sy bsa aj mnang kalo timny kompak nih y lgi kl misalny bntng nya udh 4 nanggung kn 1 sy prnh ngegendong alhamdulillah nya mnang tp mlh diksi 1 aj g skalian gt pdhl wktu it sy yg ngegendong emg kramat y kl bntg ny udh 5 slalu klh,1,Ame Kezidayes,Negatif
2025-03-05 04:55:28,Wajib donload,wajib donload,1,Fikri Asshidiqi,Negatif
2025-03-05 04:53:36,Lag terus close sndiri,lag close sndiri,1,Regizya Nilan Arnindha,Negatif
2025-03-05 04:53:13,game ga seru aku maen ketemu player epik dari pagi ke malam ga naek naek,game ga seru maen ketemu player epik pagi malam ga naek naek,1,Dafa Nayaka,Negatif
2025-03-05 04:52:34,Sangat bagus😎👍,bagus,5,Ananta Silfia forentina,Positif
2025-03-05 04:52:09,"gak adil kasih team nya dan pasti selalu kasih kalah padahal team ku udh bagus pasti kita di kasih kalah mulu, menang cuman sekali,kalah berkali kali emang dasarnya gak adil kasih team.",gak adil kasih team nya kasih kalah team ku udh bagus kasih kalah mulu menang cuman sekalikalah kali kali emang dasar gak adil kasih team,1,Nola Auliya yuliana,Negatif
2025-03-05 04:51:58,game sangat menyenangkan,game senang,5,Dea Vievieana,Positif
2025-03-05 04:51:47,"kalau lu udah kena dark sistem moonton ga akan bisa lepas, lu akan dipersulit disetiap match. dengan tim yang buruk dan lawak yang jago, begitu pula jika anda punya hero mmr, anda akan di susahkan di setiap permainan jika memakai hero mmr tersebut. intinya susah keluar dari dark sistem moonton. game ini cocok untuk org yang main game sekedar hiburan bukan untuk keseriusan.",lu udah kena dark sistem moonton ga lepas lu sulit tiap match tim buruk lawak jago hero mmr susah main pakai hero mmr inti susah dark sistem moonton game cocok org main game dar hibur serius,1,Marvelino Sagala,Negatif
2025-03-05 04:51:28,Game ini seru bisa Mabar dengan teman/saudara event yang sangat bagus menyambut bulan ramadhan selesaikan misi kamu bisa mendapatkan hadia dari event.,game seru mabar temansaudara event bagus sambut ramadhan selesai misi hadia event,5,Riebka Tobing,Positif
2025-03-05 04:51:06,Tolong di perbaiki mau login kok layar hitam semua,baik login layar hitam,4,Jibril RA,Positif
2025-03-05 04:51:05,Mengisi hari2,isi hari2,5,kapip saja,Positif
2025-03-05 04:50:39,Karna seru,karna seru,5,Bayu Prastio,Positif
2025-03-05 04:50:25,Terbaiklah,baik,5,Jumariah Jum,Positif
2025-03-05 04:50:09,Sekarang ml kebanyakan draksistem mending main HOK lebih rill gk setingan montoon,ml banyak draksistem mending main hok rill gk ting montoon,2,Nur Yanto,Negatif
2025-03-05 04:49:53,Geme gah adil,geme gah adil,1,Haerul,Negatif
2025-03-05 04:49:27,Ga seru gem nya burik,ga seru gem nya burik,1,Reyhan Gio hendrayana,Negatif
2025-03-05 04:46:07,Buru balikin ml aku kok ngelag banget,buru balikin ml ngelag banget,4,Wita Oke,Positif
2025-03-05 04:45:47,bagus banget sih tapi banyak drack sistem lol,bagus banget sih drack sistem lol,5,pipo yeenam,Positif
2025-03-05 04:45:20,Tolong jaringannya diperbaiki kembali soalnya suka lag dan suka kalah karena lag.jaringannya sih kuat tapi pas coba untuk main ml malah lag.kukira untuk ngilangin stress malah nambah stress.jadi tolong perbaiki kembali tolongg untuk perbaiki lagi nanti ku hapus ni game tolongg yaa!!!!.terimakasihhhh,jaring baik suka lag suka kalah lagjaringannya sih kuat pas coba main ml lagkukira ngilangin stress nambah stressjadi baik tolongg baik ku hapus ni game tolongg yaaterimakasihhhh,4,Intan Sitiaida,Positif
2025-03-05 04:44:57,Iyo monoton kasi aja aku coklat Mulu dahh hapiri gila gue coklat mulu,iyo monoton kasi aja coklat mulu dahh hapiri gila gue coklat mulu,1,Petra Antameng,Negatif
2025-03-05 04:44:02,"game gajelas, el ngelag. delay jaringannya parah, padahal sinyal ijo",game gajelas el ngelag delay jaring parah sinyal ijo,1,Devanda Satria,Negatif
2025-03-05 04:43:49,Saya suka permainan ini karena membuat saya merasa senang dan seru,suka main senang seru,5,wulan dari,Positif
2025-03-05 04:43:04,Jaringan jelek ga usah main dulu di desa takut batal puasa MOONTON JARINGAN NYA TOLONG LAH DIPERBAIKIN BIAR USER FANNY GA MATI!!! BANYAK BAG JARINGAN JUGA!!!! Kalo perlu minta tutorial dulu ke game lain (: /,jaring jelek ga main desa takut batal puasa moonton jaring nya diperbaikin biar user fanny ga mati bag jaring kalo tutorial game,5,LAL Shadow,Positif
2025-03-05 04:42:51,Bagus bgt,bagus bgt,5,Suyatman 01,Positif
2025-03-05 04:42:45,game terbaik siini ga kayak game sebelah😎😎,game baik siini ga kayak game belah,5,Gunawan Sitanggang,Positif
2025-03-05 04:42:36,"Banyak bug,ngelek""padahal pake wifi hapus aja game ini di play store",bugngelekpadahal pake wifi hapus aja game play store,1,Aurelia Gaming,Negatif
2025-03-05 04:42:13,"Seru tapi B1. saya merasa semuanya udah lebih bagus dan saya merasa udah seimbang pemilihan lawan dan tim kerna rang tim saya sama dengan tim musuh cuman kadang2 rang tertinggi musuh imo B200 tapi Reng kan sama dan dark sistem. gw tau mereka tau main cuman mereka main sesuai mod. Maunya pick terahir, gak mau sesuaikan Hero dengan tim/lawan, hero bagus dan meta malah pick Hanabi, gak counter item, tim gak ada TB mala pick lele, cuman bisa 1 hiro. Model gacha kya starwors dan kof dihilangkan.",seru b1 udah bagus udah imbang pilih lawan tim kerna rang tim tim musuh cuman kadang2 rang tinggi musuh imo b200 reng dark sistem gw tau tau main cuman main sesuai mod mau pick terahir gak sesuai hero timlawan hero bagus meta pick hanabi gak counter item tim gak tb mala pick lele cuman 1 hiro model gacha kya starwors kof hilang,5,Am Rizal,Positif
2025-03-05 04:37:51,Mobile🥰🥰🥰,mobile,5,Sutarno Indra,Positif
2025-03-05 04:37:40,Dari tadi Amin kalh terusss males ku ML plis Lang menangin akunku namanyasam*4823,amin kalh terusss males ku ml plis lang menangin akun namanyasam4823,1,Realme Note60,Negatif
2025-03-05 04:35:02,Ml banyak dark sistemnya,ml dark sistem,1,Radit,Negatif
2025-03-05 04:34:07,Halo game baik pengen dong winstreak 5×,halo game ken winstreak 5,5,Izam Ramadhan,Positif
2025-03-05 04:33:49,Aku suka banget,suka banget,5,Sayyid Alahkam,Positif
2025-03-05 04:33:40,semoga lebih baik lagi gamenya,moga gamenya,5,Aan Muawanah,Positif
2025-03-05 04:33:00,Banyak dark system...,dark system,4,Nuzul Zaid ramadhan,Positif
2025-03-05 04:31:52,Permainannya. Sangatserusi. 😍😎🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩,main sangatserusi ,5,Intan Nurimah,Positif
2025-03-05 04:29:53,Plis la monton Fanny jangan di nefr Mulu la Mana katanya straik cable di ilangin lagi,plis la monton fanny nefr mulu la straik cable ilangin,3,Plool Plol,Netral
2025-03-05 04:26:50,Bagussss,bagussss,5,Zevan nulloh,Positif
2025-03-05 04:26:39,Game binatang,game binatang,1,Gamer Go,Negatif
2025-03-05 04:26:24,"game gajelas, masa mo ganti akun ke akun montoon aja nunggu ber abad abad baru bisa, hadehh",game gajelas mo ganti akun akun montoon aja nunggu ber abad abad hadehh,1,Zaky,Negatif
2025-03-05 04:26:08,Moonton gak bisa kah benerin masalah jaringan? Udah lama Lo masalahnya ga bener² gak becus,moonton gak benerin jaring udah lo ga bener gak becus,1,Yudhika VP,Negatif
2025-03-05 04:24:17,Seru walau saat menuju epik banyak tim dark sistem tapi sangat seru dan sering mendapatkan voucher diamond,seru epik tim dark sistem seru voucher diamond,4,Fitriani,Positif
2025-03-05 04:23:53,"Matcmaking makin aneh ketemu trio bawa legend lah Honor lah milik mawi lah, main aneh aja solo ketemu trio atau duo kan aneh ni gane lama lama Perbaikin lah kasih orng solo kena troll woii moontodd",matcmaking aneh ketemu trio bawa legend honor milik mawi main aneh aja solo ketemu trio duo aneh ni gane perbaikin kasih orng solo kena troll woii moontodd,1,Day Gamers,Negatif
2025-03-05 04:23:49,Game gak jelas gw dah ls 15 kali,game gak gw dah ls 15 kali,1,Faisal Dihaz,Negatif
2025-03-05 04:22:29,Gg nonton mudah mudahan win streak,gg nonton mudah mudah win streak,5,Arya Infinix,Positif
2025-03-05 04:22:23,Aku akan setia kepada MLBB selamanya,setia mlbb,5,Fernando Pratama,Positif
2025-03-05 04:21:35,Seru bagus banget ada event nya bagus dapat skin,seru bagus banget event nya bagus skin,5,Irul Anam,Positif
2025-03-05 04:21:29,GAME SAMPAH,game sampah,1,Ikiwad Ikiorang,Negatif
2025-03-05 04:21:02,"Saya kehilangan akun Mobile Legends saya karena diretas, meskipun nomor WhatsApp dan akun Facebook saya masih terhubung. Peretas mengganti email saya, sehingga saya tidak bisa login. Saya sudah menghubungi Customer Service Moonton, tapi mereka tidak mau membantu saya sama sekali. Padahal, saya sudah top-up banyak di akun tersebut. Moonton seharusnya lebih peduli dengan keamanan akun pemain, terutama yang sudah berinvestasi dalam game ini. Sangat mengecewakan!""",hilang akun mobile legends retas nomor whatsapp akun facebook hubung retas ganti email login hubung customer service moonton bantu topup akun moonton peduli aman akun main investasi game kecewa,1,Sibe Sibe,Negatif
2025-03-05 04:20:39,Pindah gems banyak bug,pindah gems bug,1,Regii ganteng,Negatif
2025-03-05 04:20:04,"Mantap sih bikin penasaran,tapi ada ke ganjalan sinyalnya,tolong di perbaiki lagi",mantap sih bikin penasarantapi ganjal sinyalnyatolong baik,5,Aditya Bhauw,Positif
2025-03-05 04:19:51,banyak orang ngtroll,orang ngtroll,1,Xditor,Negatif
2025-03-05 04:19:46,"Jangan download ini game , game ini menyebabkan stres yg berlebihan marai ngamok",download game game sebab stres yg mara ngamok,1,Nina Nina,Negatif
2025-03-05 04:19:23,MAIN NYA HEBAT!!!,main nya hebat,1,Dann.,Negatif
2025-03-05 04:17:57,Makin aneh game ini. Mendingan yang sebelah,aneh game mending belah,1,Mardiansah 12,Negatif
2025-03-05 04:17:43,"gausah ditanya, game nya bagus, mengajarkan kesabaran dan rasa tanggung jawab atas lane kita, senang bisa main game ini walau terkadang saya ingin rorr mereka karena ngeselin, love² buat muntun, semoga kedepannya jgn pelit dan kikir, dan bgi yg bilanh game ini jelek atau burik kek mukamu, plss itu yg jelek kmu, bukan gamenya, makanya belajar cara main dlu",gausah game nya bagus ajar sabar tanggung lane senang main game terkadang rorr ngeselin love muntun moga depan jgn pelit kikir bgi yg bilanh game jelek burik kek muka plss yg jelek kmu gamenya ajar main dlu,5,Piko Ntol,Positif
2025-03-05 04:17:09,Seru dan ramah,seru ramah,5,Markasan Markasan,Positif
2025-03-05 04:15:10,bagus bnget banget banget,bagus bnget banget banget,5,Risman David,Positif
2025-03-05 04:14:20,Plis lah montoon Udah lama main di kasih kalaaah terus malas saya main lama lama saya udah gak mau main game ini meskipun seru tapi kenapa saya kalaaah teruuus,plis montoon udah main kasih kalaaah malas main udah gak main game seru kalaaah teruuus,1,abidzar alghifari,Negatif
2025-03-05 04:14:02,Saya 1bintang saya juga tidak begitu paham dengan game ini. Tapi kenapa disetiap kita main selalu aja bertemu tim2 yang tidak seimbang mengisi role.dan hero² yang bis buat lineup kita kisi seimbang..ini asal mai asal masuk aj.sengga mai jarang sekali menang..kala sering..lama² kita bosan juga dengan ini.kerna sering lag jaringan tiba² merah membuat kita jdi tidak nnyaman..bosan amat sama game ini.uinstal deh.,1bintang paham game tiap main aja temu tim2 imbang isi roledan hero bis lineup kisi seimbangini mai masuk ajsengga mai jarang menangkala seringlama bosan inikerna lag jaring tiba merah jdi nnyamanbosan game iniuinstal deh,1,Deron Ende,Negatif
2025-03-05 04:13:33,game haram,game haram,1,app rijal,Negatif
2025-03-05 04:12:50,"cit ngebug bnerin woy ,, lag nya makin parah indosat telkomsell sama aj tw2 jatingan ilang sendiri .. game laen mah kaga .. jngn kbnyakan upgrade mangkanya .. promosi skin mulu .. akun org dihack gampang kena ,, jaringan dbikin eror",cit ngebug bnerin woy lag nya parah indosat telkomsell aj tw2 jatingan ilang game laen mah kaga jngn kbnyakan upgrade mangkanya promosi skin mulu akun org dihack gampang kena jaring dbikin eror,1,muhit kerabatt,Negatif
2025-03-05 04:12:34,Game kaya ta1,game kaya ta1,1,Achmad Fadillah,Negatif
2025-03-05 04:12:22,Ban GK orang yang darksistem,ban gk orang darksistem,5,Sulistyo Rahayu,Positif
2025-03-05 04:12:07,Kontollllll,kontollllll,1,Skayy Zzz,Negatif
2025-03-05 04:12:02,dasar game gak ada rumah minimal FF dong,dasar game gak rumah minimal ff,1,Jumadidi Madidi,Negatif
2025-03-05 04:11:51,Papih muntun coba mlbb kolab ama htf amnesia pastiseru sama ngadakan sekin gratis legend yee plisssss,papih muntun coba mlbb kolab ama htf amnesia pastiseru ngadakan sekin gratis legend yee plisssss,5,Da Pa,Positif
2025-03-05 04:07:51,Game macam kotoran,game kotor,1,Ryan Ikhsano,Negatif
2025-03-05 04:06:53,Sangat lag,lag,2,Sunar Enggot,Negatif
2025-03-05 04:06:32,Saya sangat senang bermain game ini karena saya dirumah dijauhi teman teman saya,senang main game rumah jauh teman teman,5,Fahri Arfian,Positif
2025-03-05 04:06:21,Kenapa setiap saya bermain rank di beri lawan yang sudah pro coba berikan saya tim yang seimbang dan Hero Kagura coba di nerf payung bisa bunuh hero,main rank lawan pro coba tim imbang hero kagura coba nerf payung bunuh hero,1,hasbi Acay,Negatif
2025-03-05 04:06:04,gamenya sangat amat menyenangkan 🤗,gamenya senang ,5,Najwa Fauliza,Positif
2025-03-05 04:05:28,Bgus,bgus,1,Ahamd Kusairi,Negatif
2025-03-05 04:05:10,"Apa ya,kebanyakan dikasih lose streak sih saran saya tutup aja kantornya",yakebanyakan kasih lose streak sih saran tutup aja kantor,1,Ahmad MUZAKKI,Negatif
2025-03-05 04:04:45,"Game nya sangat ramah dan family friendly, cocok dimainkan bersama keluarga",game nya ramah family friendly cocok main keluarga,5,Hendra GMG,Positif
2025-03-05 04:04:31,Game kikir😹,game kikir,5,Maya Marisa,Positif
2025-03-05 04:03:52,Bagus sekali lagi saya ucapkan terima kasih atas kunjungan Anda selamat berbelanja dan melakukan aktifitas,bagus ucap terima kasih kunjung selamat belanja aktifitas,5,Dika Saputera,Positif
2025-03-05 04:03:23,Memori jadi penuh,memori penuh,1,Fahrul Riski,Negatif
2025-03-05 04:02:49,Game teranjg di dunia!!!!,game teranjg dunia,1,Watch and have fun,Negatif
2025-03-05 04:01:43,"ngasi tim gak ngontak,",ngasi tim gak ngontak,1,Nur Halinda,Negatif
2025-03-05 04:00:21,"kl ngasih tim ga pernah bener , darksistem ,gw uninstall , di bikin loststrike dari mitik smp ke epic",kl ngasih tim ga bener darksistem gw uninstall bikin loststrike mitik smp epic,1,muhammad firdaus,Negatif
2025-03-05 04:00:13,Ketemu tim dark system trussss ga pernahhhhhhh menangggggg moonton pilih kasihhhhhh,ketemu tim dark system trussss ga pernahhhhhhh menangggggg moonton pilih kasihhhhhh,1,Faustarino Adam Pratista,Negatif
2025-03-05 03:59:24,👍🏻,,5,Kirana Tyas,Positif
2025-03-05 03:59:02,game-nya seru👍🏻,gamenya seru,5,Dzaqhira Putrina adi,Positif
2025-03-05 03:58:57,Kecewa degan huro yg GK top up GK ad memege.,kecewa degan huro yg gk top up gk ad memege,1,Iraman Iraman,Negatif
2025-03-05 03:58:11,Ml anjimg,ml anjimg,5,Imam Muslimin,Positif
2025-03-05 03:54:56,musuhnya selalu dapat yg susah kalau push rank,musuh yg susah push rank,1,Sance Bahewa,Negatif
2025-03-05 03:54:37,Lama menginstalnya,menginstalnya,2,Muhammad Nur ihsan,Negatif
2025-03-05 03:54:34,"game rusakk,team ga jelas yang di kasih hapus aja ni game",game rusakkteam ga kasih hapus aja ni game,1,Zaki Putra,Negatif
2025-03-05 03:54:26,Eh lu monton kalau nyiptain game yg orang² nya waras dong,eh lu monton nyiptain game yg orang nya waras,1,Well Bay,Negatif
2025-03-05 03:53:25,Game jahanam,game jahanam,1,Leonardo Andriansen,Negatif
2025-03-05 03:53:10,"Untuk montoon tolong banget nih kalau mau main ranked jangan pake kredit skor kenapa jadinya saya kalo mau main rank atau pun di mode klasik gabisa jadi tolong ya montoon tolong fitur ini diilang kan ya montoon lagian gaada hubungannya kredit skor ketika di match ,jadi tolong ya montoon fitur ini dibilangin ya montoon🙏🙏🙏",montoon banget nih main ranked pake kredit skor kalo main rank mode klasik gabisa montoon fitur diilang montoon gaada hubung kredit skor match montoon fitur dibilangin montoon,5,Yus Maniar,Positif
2025-03-05 03:52:54,Moonton sukanya beri random yg GK bisa main,moonton suka random yg gk main,2,Patir Grengseng,Negatif
2025-03-05 03:52:52,"Banyak bug,login pun sussah",buglogin sussah,2,Frank G,Negatif
2025-03-05 03:52:03,Game apaan ini.. banyak sekali akun joki.. di tier atas rasa main sama Reng elit.. kaya di seting ketemu lawan yg op dan di pasangkan sama teman kocak..,game akun joki tier main reng elit kaya ting ketemu lawan yg op pasang teman kocak,1,ARFIH ZAINUDDIN,Negatif
2025-03-05 03:51:27,Baguss bngtt,baguss bngtt,5,Tri Indah,Positif
2025-03-05 03:50:19,Mobile legend sangat tidak baik hati karena di kasih dark sistem mohon untuk mobile legend janga mengasih musuh yang lebih jago dan dark sistem itu saja jika tidak saya akan melapor ke pihak ke polisian untuk mobile legend di hapus,mobile legend hati kasih dark sistem mohon mobile legend janga asih musuh jago dark sistem lapor polisi mobile legend hapus,1,Yolanda Wulandari,Negatif
2025-03-05 03:50:00,Sangat bagus,bagus,5,Lanes Salpinus,Positif
2025-03-05 03:49:37,game sampah draf ga pernah imbang,game sampah draf ga imbang,1,Rayza desrefy arbiansyah,Negatif
2025-03-05 03:47:40,Game yg sangat seru!!,game yg seru,5,Nayla Pnd,Positif
2025-03-05 03:47:10,"Jaringannya ga bagus. Bikin ngadat jadi godek"" mainnya. Terus gw males banget banyak pemain ngetroll.",jaring ga bagus bikin ngadat godek main gw males banget main ngetroll,3,Nibras Hilwati,Netral
2025-03-05 03:43:54,Woi monton kurangin update data yang lebih besarnya karna yang penggunaan player lama kecewa sama update an yang Skrang agak ngeleg tambah suka pingnya merah kadang kuning,woi monton rangin update data besar karna guna player kecewa update an skrang ngeleg suka pingnya merah kadang kuning,2,Neng Dini,Negatif
2025-03-05 03:43:52,Game ini cukup seru dan tidak membosan dan di game ini gak oernah ada iklan pokoknya ini seru bisa mabar bareng dengan teman game ini seru bagiku pokonya game ini bagiku gak bakal pernah bikin membosankan jadi aku memberi bintang 5,game seru bos game gak oernah iklan pokok seru mabar bareng teman game seru bagi poko game bagi gak bikin bosan bintang 5,5,dewi.s insanul1,Positif
2025-03-05 03:43:34,Bagus banget geme nya,bagus banget geme nya,5,Irsyad Sabil,Positif
2025-03-05 03:43:08,Mantap,mantap,5,Rika Cahyanti,Positif
2025-03-05 03:42:11,Geme gak bagus jaringan setabil tapi lg dah kalah 21 kali sekali nya mau master pasti kalah dan ini geme main main hina ff padahal ff gak burik sadar diri lah ml ff di hati ml di kaki.,geme gak bagus jaring setabil lg dah kalah 21 kali nya master kalah geme main main hina ff ff gak burik sadar ml ff hati ml kaki,1,Hilal Ramadan,Negatif
2025-03-05 03:39:22,Moontod egois kenapa moontod ngasih tim yg seimbang lah sering banget lo rank nabrak 3/4 role yg sama bener bener ya moontod sama kasi tim yg skillnya tu sama sama gitu jangan yg jago dipertemukan sistem gelap pliss lah moonton kasih fitur pilih role 👊🏻👊🏻,moontod egois moontod ngasih tim yg imbang banget lo rank nabrak 34 role yg bener bener moontod kasi tim yg skillnya tu gitu yg jago temu sistem gelap pliss moonton kasih fitur pilih role ,1,Sashanti Langit,Negatif
2025-03-05 03:39:21,sangat asik dan seru,asik seru,5,Saffa Corinna,Positif
2025-03-05 03:36:18,moonton kasi menang lah gua lagi puasa jangan dibikin emosi,moonton kasi menang gua puasa bikin emosi,1,Vildigoad,Negatif
2025-03-05 03:36:04,geme burik moonton hapus geme ini,geme burik moonton hapus geme,1,Helma Wati,Negatif
2025-03-05 03:35:24,Bagus gem nya bisa main offline tanpa wifi juga 🌷🌷,bagus gem nya main offline wifi ,5,aini Tzy,Positif
2025-03-05 03:34:35,Game ini sangat bagus kalian harus cobain deh,game bagus cobain deh,5,Wahyu Tama,Positif
2025-03-05 03:34:27,Mengasikan,asi,4,FAIZ,Positif
2025-03-05 03:32:03,Bagus taapi boleh kali dapet hp,bagus taapi kali dapet hp,5,Gaktau,Positif
2025-03-05 03:30:34,Dasar game toxic bikin emosi,dasar game toxic bikin emosi,5,Syafi Haekal,Positif
2025-03-05 03:30:34,Game najis matchmaking gak seimbang,game najis matchmaking gak imbang,1,Iksan Nur fauzan,Negatif
2025-03-05 03:30:09,game nya bagusss bangettt dari pada hok copy,game nya bagusss bangettt hok copy,5,Naya Rahma,Positif
2025-03-05 03:30:06,Saya menyukai nya,suka nya,5,Arka Arka,Positif
2025-03-05 03:29:56,"Moonton hapus dark sistem, biar main tuh enak ,dan jangan gua lostrek Mulu",moonton hapus dark sistem biar main tuh enak gua lostrek mulu,1,Zepta Bernardo,Negatif
2025-03-05 03:29:54,keren,keren,5,Sigit Rendang,Positif
2025-03-05 03:29:27,Banyak bagnya aku main sering ada bagnya tolong di perbaiki dan jangan lupa dark sistemnya tolong di hapus,bagnya main bagnya baik lupa dark sistem hapus,1,KURNIAWAN 12,Negatif
2025-03-05 03:29:07,Game nya sangat unik saya sangat menyukai nya,game nya unik suka nya,5,Anggoro Tali jagat,Positif
2025-03-05 03:28:46,Apa ini game sampah,game sampah,1,Miftah Miftah,Negatif
2025-03-05 03:28:39,sllu dpt tim yg ngga bisa main dan dapet musuh yg jago banget. dikasi lose sampai 20×. ngga adil bgt. sering trjdi lag pdhl jaringan bagus. tolong di perbaiki,sllu dpt tim yg ngga main dapet musuh yg jago banget kasi lose 20 ngga adil bgt trjdi lag pdhl jaring bagus baik,4,Sabrina Novita Sari,Positif
2025-03-05 03:27:41,ML burik setiap main pas ada aja tim drak sistem mooton bodah bangettt,ml burik main pas aja tim drak sistem mooton bodah bangettt,1,Risan guna,Negatif
2025-03-05 03:27:18,geme nya sangat seruu,geme nya seruu,5,Zul Fadhly,Positif
2025-03-05 03:27:16,Kalo cuman nyusahin orang buat naik rank dengan kasih dark sistem mendingan no game bangkrut aj dah,kalo cuman nyusahin orang rank kasih dark sistem mending no game bangkrut aj dah,1,Robot 0202,Negatif
2025-03-05 03:25:44,Sangat seru,seru,5,Sirin Aqila,Positif
2025-03-05 03:25:36,kalo kasih tim yg beneran dikit lah cape gw stuck jir :),kalo kasih tim yg beneran dikit cape gw stuck jir,1,Daffaxml_,Negatif
2025-03-05 03:24:58,Game favorite ku,game favorite ku,5,Hendrik Pradana,Positif
