Date,Text,Score,Username,Sentiment
2025-03-16 13:51:01,"gw mau login malah ngestak di loading screen padahal jaringan bagus penyimpanan masih banyak dasar ml, udh tau kikir minimal gamenya jangan banyak bug lah kami ngeluarin duit main ni game supaya enjoy bukan malah emosi karna bug kagak jelas kocag tiba2 force close lagi draft pick tiba2 terkeluar sendiri kocag",1,Jaqfw,Negatif
2025-03-16 13:50:38,"seru sih tapi drak sistim, dapet tim nya bot lawan nya pro kalo saran ku mending mau honor of king krn tim sama lawan nya seimbang kalo udah mana satak di epik ngasih tim bot lawan susah, gem pilih kasih, mungkin kalo gw dapet lawan yg pro tim gw juga pro jadi seimbang, kalo gini terus kapan mau naik bosen stak di epik mending ganti deh!!!",1,Aulia Afifa,Negatif
2025-03-16 13:50:07,"gamenya si ok ok aja, tp rata rata playernya pada toxic, tengil, gajelas, ini game sumpah bikin stress bgt, game lain mah kalo kalah palingan dikasinya cuma 2/3x aja, lah ini losetreak sampe 8x, sehat sehat deh yang main game ini, apalagi sampe begadang gt buat naikin rank",2,Abdul Kohar,Negatif
2025-03-16 13:46:44,tiap kali ketemu musuh malah lag tambah bug lagi mohon diperbaiki bos,2,Pacely Hayon,Negatif
2025-03-16 13:46:08,Game asuuu.. Leg mulu game g jls.. Klah gara gara leg n tim musuh bgus bagus,1,Frisca Francisca,Negatif
2025-03-16 13:46:03,Game kandang monyet,1,Lintang Satria,Negatif
2025-03-16 13:43:40,banyak dark sistem,1,Aura Bryan syach (Yann),Negatif
2025-03-16 13:41:46,Lol game ampas,1,Micheal Agam,Negatif
2025-03-16 13:41:22,Emang udah si sistem apa gimana sih tiap abis win streak solo terus main lagi pasti lose streak se tim sama orang orang aneh,1,Aditya Nugraha,Negatif
2025-03-16 13:41:16,game gj,1,Refaldo JR,Negatif
2025-03-16 13:40:49,Muntun oe dah cape Lo gw dari kemarin main Lane yang ga sesuai a macemana boleh menang Lo,1,45.Refiansyah Dwi A P,Negatif
2025-03-16 13:38:42,"game tolol ajg sinyal hijau ga bisa gerak kocak,kalo server nge down kasi pemberitahuan lah kocak,udah rugi mmr,bintang,wr game aneh",1,ell ndann,Negatif
2025-03-16 13:37:59,game kikir,1,Aril Ardana,Negatif
2025-03-16 13:37:30,"game stress, yg troll siapa yg kena report siapa hadeh mana kena mute gw, pdhl gw udh main bner, ngegendong, tiba² kena report ama yg ngetroll malah kena mute gw, tolol² systemnya ga logis",1,salman ajja,Negatif
2025-03-16 13:35:14,"kembalikan magic ches yang dulu, tkans",1,Indra 12,Negatif
2025-03-16 13:32:00,gak bagus,1,Tegar Aditya,Negatif
2025-03-16 13:30:58,tolong di prrbaiko geme ini pas war bikin ngelek,2,Robi Suhandi,Negatif
2025-03-16 13:30:32,"sinyalnya suka bgt jelek, pdhl kalo ga main bagus bagus aja",1,kay,Negatif
2025-03-16 13:30:24,"kenapa skin mythic nya gabisa dibeli, padahal coin udah 40 tapi tulisannya ""skin belum tersedia"" padahal kan beli nya skin mythic clint yang dimana sudah tersedia, lagian temen gw juga pada dah beli. payah😒😒",1,Favian David wirawan,Negatif
2025-03-16 13:29:01,saya kasih Binta 2 karena kalo di game ini tiba tiba ngelag bgt dan kadang kadang suka keluar sendiri dr game nya.🙏,2,Karamina Sari,Negatif
2025-03-16 13:25:31,gamenya tidak ramah lingkungan membuat orang batal puasa,1,Keanzhi Zayden,Negatif
2025-03-16 13:24:27,Game nya rusak tim nya bgo ga bisa main main solo serasa di neraka udah mau putus urat nya cok mending jangan download kasih hp geratis percuma ga dapet dapet spin skin habis 10k DM lebih ga dapet apa apa akhir nya di kasih skin epik gratis itu pun sama tim nya,1,Putra Aja,Negatif
2025-03-16 13:23:50,Game jembooot ngelag asuuuu,1,Akmal Mauliditsalits,Negatif
2025-03-16 13:23:45,"Buat moonton yang terhormat.... Tolong yah...klok ngasih tim dan musuh yang seimbang yaaa sering kali terjadi saat mulai pertandingan selalu musuh jago,dan dapat tim dark sistem (bot) jdi mohon bantuannya ya diperbaiki lagi biar yang main nyaman,klok dikasih tim dan musuh yang seimbang kan enak main nya. Sekian dan terimakasih 🙏",3,Pendi,Netral
2025-03-16 13:19:56,"gua ls bbrp kali. sbnrnya gua mikir ls di cl itu wajar, TAPI INI UDH DI BATASAN YANG GA WAJAR. MASA SETIAP MAIN CL TIMNYA PADA PLANGA PLONGO? jujur gua main cl cm buat naikin kredit skor, eh malah makin turun kredit skor gua. afk terus krn dpet tim modelan anomali jahanam. sistem moonton tolong dong, masa udh mau sison rank gua ngestuck di legend T_T",1,yoshi Shiyo,Negatif
2025-03-16 13:18:47,"Bugnya di perbaiki ,bikin males main aja",1,Galih Budi,Negatif
2025-03-16 13:16:59,asu koe monton,1,Rizki Dimas,Negatif
2025-03-16 13:13:21,hapus gera dyrot yatim Jeung tim na NU imbang arek KA honor ogee jadi draksistem kapanggih na,1,Dimas Prasetyo,Negatif
2025-03-16 13:09:38,"sinyal nya gajelas main game lain gak ada ping drop,,,,, selalu kalo pas mau war pasti ping drop",1,Naufal Nadhirrafi,Negatif
2025-03-16 13:08:18,game nya jelek gua dikasih tim bot,1,Ibnu Ilyas,Negatif
2025-03-16 13:07:34,"Drop rate event lu jelek banget kocak , masa dpet pola 6di event kof .buat apa lu ada fitur tanggal lahir sama tahun lahir kalo lu sendiri aja gatau gimana keadaan kantong mahasiswa... Developer pelit kocak . Gabakal gw top up di game ini lgi",1,saddam riski,Negatif
2025-03-16 13:04:48,"Game apa ne sinyal naik trun aja pas main, bikin kesel aja,, update nya malah jelek",1,Komang Apel,Negatif
2025-03-16 12:59:35,game terburuk di di dunia adalah mobile legends = Hama,1,Shadam Zuhdi,Negatif
2025-03-16 12:57:35,maaf moonton saya kasih bintang 2 karena banyak kejanggalan seperti tim nya ngetroll bot bot sama seringlosestreak banyak gara gara timnya sesekali kasih menang ke,2,Nurlaela nurlaela,Negatif
2025-03-16 12:57:15,"kenapa akhir²ini jaringan nya lag pdhl wifi dirumah ku lancar²aja klo dibuat scroll tiktok,tp pas dibuat match ml jd ngelag trus ya sering ga adil plc suka dpt tim yg ngetrol trus aku cape di mawi main berjam² cuma nambah 1 bintang karena suka win lose trus tolong ya moonton kl ngasih tim itu yg adil,aku masih sabar karena maklum player solo jd it's oke tpi mohon diperbaiki ya😇🙏🏻",3,husna,Netral
2025-03-16 12:52:32,Game kok gitu sih dikit² dibilang afk padahal ga,1,Syafa Cantika,Negatif
2025-03-16 12:52:14,game busuk nggak meduli in player nya,1,Gita Llg,Negatif
2025-03-16 12:48:48,Hanzi jsngan nerf gw main hanzi gk lama mana kuningnya gk lama mirip yg dulu jadinya jangan plis monton Ama skil 1 mode manusia ada tambahan ketika mrmakan akan dapst sped,2,Sakhi Sakhi,Negatif
2025-03-16 12:48:04,waktu itu gw lg main tp ngelek abis itu gw tinggalkan tp pas gw masuk lg GK bisa masuk ini gmn ya ml tolong bantu ya,1,Nur Jagat,Negatif
2025-03-16 12:46:15,"game gajelas, masa musuh nya jago tim nya malah dikasih yg oon semua, gajelas game buriq",1,Fatia Tsany,Negatif
2025-03-16 12:45:33,"Hero nya gak Simbang ada yang kuat ada yang lemah,ada yang bagus ada yang jelek",2,Mario Leonardy,Negatif
2025-03-16 12:45:23,Game babi,1,dav ian,Negatif
2025-03-16 12:39:36,mau reng miytik,1,adnan,Negatif
2025-03-16 12:36:37,buruk gue main tiba2 menghubungkan jaringan pas keluar buat reload malah stack di lobby udh hubungin costumer service tapi tidaK DA perubahan sampai detik ini masih menghubungkan jaringan.solusi moonton solusi kalo tidak ada solusi akan stack di bintang 1 minimal kirim email yang tulus jangan automatis,1,Viky Rayhan,Negatif
2025-03-16 12:35:00,game babi,1,Julia Lestari,Negatif
2025-03-16 12:34:56,Pas 1 bintang lagi legend malah dikasih team beban m,2,resti kurniasih,Negatif
2025-03-16 12:30:38,"tolong lah moonton , waktu aku masuk ke matchmaking tiba tiba nge crash keluar dari game terus Waktu aku mau masuk balik ke dalam. game itu lama , keburu selesai gamenya , aku juga sering dapat Pengurangan skor padahal keluar dngn sendiri tolong diperbaiki.",3,Arisya Humaira08,Netral
2025-03-16 12:29:50,"Sistem match nya macam apalah kaya sistem rendah tidak bisa bisa membedakan.. masa setiap main ketemu tim yang trol, bodoh nyoba nyoba Hero, perbaiki lah.. kasi pelnggran berat yang memang ngetrol.. apa SDM tim ML masih ga bisa, membuat sistem yang seperti itu?.. Perbaiki itu match sama jaringan..",1,O Zan,Negatif
2025-03-16 12:29:27,game ini sangat jelek karna jaringan lagi bagus malah ngeleg,1,Janda Beranak,Negatif
2025-03-16 12:28:38,"Game aneh... Pakai kredit skor dan kalau kredit skornya abis itu ga bisa main lagi!!! Lg pula bikin aturan yg happy2 aja buat para pemain, jgn dikit2 afk trus kena pelanggaran.!!! Game kok pakai pelanggaran???",1,Umaki Chan,Negatif
2025-03-16 12:27:25,Moontoon tolol,1,Kukuh Satriawan,Negatif
2025-03-16 12:26:22,game asu,1,Gyro Scope,Negatif
2025-03-16 12:25:33,"gamenya bagus,bagus buat dihantam Lo lu Olang pas oek mau ke glory lu Olang malah kasi tim dalk sistem ma.lu Olang memang bagus betul buat dihantam loooo",1,Oppo Pekanbaru,Negatif
2025-03-16 12:23:10,Aku terima kasih kepada mobile legesnds,1,Jidan Fahji,Negatif
2025-03-16 12:20:33,untung ada even kalo gak ada even mobile legend sepi,2,Mahmudah Dahlan,Negatif
2025-03-16 12:19:20,Game makin gak jelas gue gak ada perkataan chat yg kotor kena ban orang yang dengki aja nyalahin main orang trus malah gue dibisuin ..lngsung gue delete aja nh game ... GK dkoreksi LG untuk laporan orang mana yang ada chatan yang bener GK pantes ..,1,Wanto sarah,Negatif
2025-03-16 12:17:20,"Game ini lumayan seru tapi dimohon monton jangan korupsi kasian lu gak tau palyer epic adek gw hingga banting hpnya nonton kalo epic udah pelit ngasih kegampangan dikit gitu orang ml itu kagum cuman 2 yaitu bagaimana cara dia main yg nantinya membrutalkan antara skil antara musuh dan yg lainnya yang ke 2 orang itu cuman liat skin yg gantang,cantik terpeco/terpesona padahal kebanyak youtuber² ngonter cara gini gini dan seterusnya padahal moonton belum ngubah 1 apa yaitu dark sistem dan dimohon y",1,-Dyy'n,Negatif
2025-03-16 12:12:01,Puki sinyal ngelek terus,2,Andra Fld,Negatif
2025-03-16 12:10:10,"Game jelek, game rusak,kurang ketat,masa masalah jaringan aja GK bisa di atur",1,Azhar Sandak,Negatif
2025-03-16 12:09:13,"Game rusak server ngedown tiba"" lag ngk jelas, urusin servernya jangan kikir",1,I Nengah Ricco Maia Majesta,Negatif
2025-03-16 12:09:03,"Selama tahun tahun dulu saya main baik2 saja, ini sekarang giliran saya main kok dapat tim apes mulu, yang beban dan ga bisa main. semingguan main gapernah menang. tolong di perbaiki.",1,Naila Qurrata A'yun,Negatif
2025-03-16 12:05:57,Game rusak sok soan,1,Rifky Ikky,Negatif
2025-03-16 12:05:23,"Game gak seru internet di sini bagus tapi kok, uda lah pokoknya gak seru",1,Gladys Ab,Negatif
2025-03-16 12:00:03,"ayolah moonton-moonton,ga adil matcmakingnya vuqi",1,Porwanda Porwanda rizal,Negatif
2025-03-16 11:53:02,Sistem game sangat buruk pemberian tim yang tidak seimbang dengan lawan kebanyakan dark sistem nya tambah lagi masalah jaringan padahal sinyal bagus masihh aja masalah jaringan ni lama lama game tambah rusak,1,Fatkhan Zaki,Negatif
2025-03-16 11:47:01,"game banyak bug kocak gw pas draftpick lancar buka game lain lancar kenapa ketika pas in game reconnect mulu kocak padahal buat buka game yg lain bisa aja MCGG aja bisa terus gw reloag logonya ilang malah pas loading screen, game dibenerin lah kalo gabisa hapus aja gausah bikin game",1,Timothy Manuela,Negatif
2025-03-16 11:46:12,montonn gb nya di kecilin soalnya banyak yg ram nya kecil kasihan saya salah satunya,1,riza tunl,Negatif
2025-03-16 11:45:21,burukkkk!!,1,Reyhan Reyhan agung paulus,Negatif
2025-03-16 11:42:12,Skin keluar trus jaringan server nya makin kesini makin busuk moontod²,3,Agustinus Kaban,Netral
2025-03-16 11:41:38,"Match udah mau selesai. TIM UDAH POSITIF FICTORY, MALAH JARINGAN ILANG. SAMPAHHH! Semakin ga jelas nih gamee",1,Suher Moyo,Negatif
2025-03-16 11:35:34,jangan main ml lu akan menjadi gila karena viral gua lagi main ff lalu teman gua lagi main ml lalu teman jadi gila,1,ammar Afif 146,Negatif
2025-03-16 11:35:03,"yang mental nya belum kuat sama lostreak dan ketemu dark sistem,jangan main ml nanti depresi masuk RSJ!",2,kepret,Negatif
2025-03-16 11:34:40,"gimnya bagus, tapi kalo saya main pasti timnya ga seimbang selalu tim saya ga jelas kadang pick Nana roam atau apalah, tolong ya diseimbangkan syaa stress main ini game 5 match kalah terus",1,DWIPANTARA OBAJA,Negatif
2025-03-16 11:33:27,Tolonglh mlbb.jk kita LG unggul jgn lah Hero yg kita pakai BS lemah dan lelet ahirnya kekalahan terjadi..maksud ialah tolong kasih lah keseimbangan jgn pakai wkt kapan kita harus menang,2,Deki Anderita,Negatif
2025-03-16 11:30:18,ini untuk montonn kalo ngasi musuh jagann yg susah lahh montonn capekkk gw ngepushh dari pagiii,1,Alie Fajry,Negatif
2025-03-16 11:25:55,Menang 1 kali kalah 10 game apaan,1,Mediw dark Sistem nana,Negatif
2025-03-16 11:25:44,"Tolong diperbaiki lagi nonton:grafik ok, hero ok, tapi jaringan kadang ngeleg padahal pakai wifi+data.kok malah ngeleg, dan saat main selalu ngefris mulu, sama ketemu tim gj, tolong perbaiki lagi ya moonton",2,Maulana Hafiz,Negatif
2025-03-16 11:25:30,game tidak manuk akal,1,Hendri Rizqi,Negatif
2025-03-16 11:21:22,Game oon,1,Qiddil Trush,Negatif
2025-03-16 11:20:28,Ml kok saya gak ada aju banding padahal saya saat afk tidak disengaja soalnya mati lampu rumahku malah gak ada aju banding jadi nya kan kredit skor ku kurang,1,fakhri akmal,Negatif
2025-03-16 11:19:08,game rusak kalau konek jelek' hrs nya di perbaikii jngn update nya gede tp pas maen koneksi jelek apa GK bagus,2,Fiki Tatsumaki,Negatif
2025-03-16 11:12:03,"Game konyol monton melawak , rank gw gak naik² dari evik 1 bintang 5 Dar sistem lu gk lucu monton,.. dapat tim kayak tahu lembek semua , Game membosankan... 👎👎👎👎",1,Adi Henka,Negatif
2025-03-16 11:06:44,monton tolong kembalikan skin Coloctor badang gratis Plis untuk anak anak mlbb semua👏👏👏👏,3,Reza Reza,Netral
2025-03-16 11:05:37,not fair,1,PRASAMIP,Negatif
2025-03-16 11:05:19,BENERIN MONNTOON SINYAK BAGUS DI JELEKIN KALAU GINI SAYA MALESS TOLONG DIPERBAIKI AGAR ENAK YG MAIN TOLONGG BALES,1,bsk Baban ofc,Negatif
2025-03-16 11:03:27,Ml sekarang makin rusak poin gua paling gede kil gua paling gede asist tapi gua yang paling bawah malah coklat main solo tim nya ngetrol hadeh main sequad lawanya jokian kalau gini gua make chit aja denger monton kalau gini terus gua acak acak mlbb pake chit terus ingat ni?,1,ANCIN Lonely,Negatif
2025-03-16 11:00:21,"Game jelek bikin stress dikasih pemain gak guna,gak usah di download bikin tambah dosa saja ini game percaya Ama gue",1,M zaki,Negatif
2025-03-16 10:58:34,Bisa engga engga usah sponsor yg sexsi di muka game ya,1,g&*A GAME,Negatif
2025-03-16 10:57:12,Moonton gak adil sumpah udah mau legend malah turun moonton aneh gak jelas bikin batal puasa pulak game aneh udah jangan download game ini bikin cape aja,1,Sahran,Negatif
2025-03-16 10:56:13,"tadi barusan main kok jadi leg di tengah game tpi tim lawannya ngk, terus pas menang ngk di hitung match nya, kayak ngk main tadi kok gitu sih pak montoon🤦‍♂️🙏",1,Akagami no Zeng's,Negatif
2025-03-16 10:53:43,"Battlefield, yang tidak adil.",2,Rafif Kavindra,Negatif
2025-03-16 10:52:56,Banyak yg beban bintang GK naik naik selalu dapat tim yg beban,1,kenzo almagio,Negatif
2025-03-16 10:52:27,game jelekkkkk kaya tanah super jelek disini banyak yang ngomong kasar uuuuu game jelek,1,Fathan Shabir Raditya,Negatif
2025-03-16 10:52:22,Terlalu sensitif gw ga ada ngetik apapun satu kata pun di report ngomong kasar sampe di banned ngechat 13 pertandingan,3,Rein Storm,Netral
2025-03-16 10:51:28,hari ini koneksi internet buruk terpaksa afk,2,Ayub Jumari,Negatif
2025-03-16 10:51:04,Aplikasi tolol,1,Sandi Akew,Negatif
2025-03-16 10:49:40,1. mode rank nya sama sekali tidak mendukung solo player,1,KTG chanel,Negatif
2025-03-16 10:49:21,Oi moonton bisa gk ya bug lagi nya di perbaiki dah dari lama tuh yg ngalamin bukan aku doang tapi player lain juga kayak tim teman sama tim lawan nyusahin banget sumpah sinyal buat main genshin aja lancar masak buat ml yg lebih rendah kok enggak,3,Awan Try,Netral
2025-03-16 10:49:17,Muah😘,1,Aldi Novaldi,Negatif
2025-03-16 10:48:41,Gemnya bagus tapi keredit sekor langsung minus nya banyak tolong untuk monton aku mau mitic.1 bintang lagi pls,1,Ikbal Irwan.s,Negatif
2025-03-16 10:46:26,"Fitur report gak ada gunanya, banyak player ngetroll, hukumannya gak bikin kapok",1,Reski Kurnia Putra,Negatif
2025-03-16 10:46:22,kecewa gw dengan sistem topup nya,1,Rinal Inal,Negatif
2025-03-16 10:43:30,Ko ngeleg-ngeleg d dalam game nya?? Padahal udah ganti ganti sinyal wf/data. Malahan sekarang g bsa login di suruh ekstrak data hmm...,2,Irfan Munandar,Negatif
2025-03-16 10:39:34,"Kalo ngasih tim waktu main solo kasih yang adil dong masa tim musuh jago tapi tim saya pada gak bisa main, yang adil dong moonton, niat gak sih buat game nya",2,muhamad rijal,Negatif
2025-03-16 10:39:11,Game lol masak kalo main temanya drak sistem Kalo ada yang rosting di play store di baca gak sih sama monton Tolong lahhhhh woi monton jangan kasih drak sistem!!!!!!!!!!!!!!!!!!!!!!!!!!,3,Rifki Dwi Nugroho,Netral
2025-03-16 10:38:31,MENDING HOK GAK ADA DARK SYSTEM,1,Naufal Zein,Negatif
2025-03-16 10:38:18,tidak bisa dihapus saya harus buang aplikasi semuanya mohon maaf mb nya dikurangi menjadi 100mb,1,Hendi Ramdani,Negatif
2025-03-16 10:35:33,tolong lah satu team ngelag semua sampe enda bisa login,2,Ucok kriting,Negatif
2025-03-16 10:32:42,Game jelek,1,Suyanto Handoko,Negatif
2025-03-16 10:32:04,"P monoton tolong bersihkan player cheeter yang ad di mobile legend tadi saya main ketemu cheeter, cheeternya berupa lag itu membuat saya menyebalkan apalagi saya main di mode mlbb rising open S1. Tolong di banned agar tidak merugikan pengguna lain yang jujur main.",1,Punya nama Gak,Negatif
2025-03-16 10:30:49,"game rusak tolol masih banyak cheater, game gua di bikin lag, mau di report langsung keluar app, pas masuk lagi relog ulang, trus history game juga hilang, tolol perbaiki lagi nih game",3,Dewa Rama Saputra,Netral
2025-03-16 10:29:27,game tol0ll,1,Rafa gaming Rafa,Negatif
2025-03-16 10:27:54,Game ajg,1,Yogi Muhammad ikhsan,Negatif
2025-03-16 10:26:28,Game tolol gajelas sinyal bagus tpi ping merah gajelas gara² ping merah gw kalah bngsatt,1,NadRam26,Negatif
2025-03-16 10:26:10,Game dongo ngak jelas tolol,1,TOXIc CITY,Negatif
2025-03-16 10:25:40,tim nya asu,1,Ada Aja,Negatif
2025-03-16 10:25:04,"Ayo lah monnton sekarang banyak cheter yang bisa mbuat kita lemot jaringan saat di dalam permainan,usahakan cheter itu hilang monnton kasian yang mau push rank jadi takut 🙂",1,Fian Akabr,Negatif
2025-03-16 10:24:44,becus bikin game ga? bnyak citer sistem down perbaiki lah keanannya ga enak bgt main,1,yuli prastia,Negatif
2025-03-16 10:22:31,benerin game nya koneksi bagus malah menghubukan terus,1,Gabriel Coper,Negatif
2025-03-16 10:22:29,Gak jelas mlbb skarang. Ngasih tim sama lawan ga ada yg bener. Skali nya kasih top global tetap feeder. Mohon lah moonton player yg sengaja feeder di baned akun nya,1,Febri Pratama,Negatif
2025-03-16 10:22:20,"Event golden mouth bermasalah, saya tidak dikirimi kode rendem atau hadiah sedikit pun. Saya merasa sangat dirugikan!",1,Lufi Cristian,Negatif
2025-03-16 10:21:59,gampang leg,1,Dharul Aqiqi,Negatif
2025-03-16 10:21:25,"Barusan maen aja uda ngelek ngeleg sekarang... Saya sebagai player publik merasa sekarang ml rusak,jaringan tiba tiba merah,kalau sudah keluar dari game.. Masuk kembali menhubungankan ulang.sudah game. Nya tambah besar Kenapa seperti ini..dulu aman aman aja semua. Nya..",1,Rahmad Ferdiansyah,Negatif
2025-03-16 10:20:04,Dark system kontrol dulu,1,Veronica Phalosa,Negatif
2025-03-16 10:20:04,"tolong banget moonton,akunku tiba² kena kontak GM dan email yg tersambung ke akun saya udah saya ga inget itu email dari 2 tahun lalu pliss ksih kemudahan moonton",1,Mohammad Bashir,Negatif
2025-03-16 10:18:16,"game buruk gak guna jaringan merah terus padahal wifi udah kenceng bayar mahal ,game buruk jelek",1,Saya,Negatif
2025-03-16 10:18:10,"Satu tim ngelag dan kalah akhir nya, game busuk",1,Samson Ska,Negatif
2025-03-16 10:17:15,"Gane haram, ngasih tim gak pernah imbang🤏",1,Abyan Gilang,Negatif
2025-03-16 10:16:53,monton pepek berbenah lagi lah monton,1,Pranji Aditia saragih,Negatif
2025-03-16 10:15:28,"Baru naik mytic udh mau ganti season aja, capek bgg susah kami naikin rank tuh, minimal jgn di balikin lagi ke epic lah😔",3,Galuh,Netral
2025-03-16 10:15:24,"Heh ml lu kalo bikin turret yg bener ke, Turret elu itu main curang waktu itu udh keluar dari tadi eh malah kena jadi kena poin ke musuh. Mikir lah ml😡",1,Givaldy Giordano,Negatif
2025-03-16 10:14:05,"Game makin broken, Player juga makin banyak yang broken.",1,Rico Setiadji,Negatif
2025-03-16 10:11:07,Game babi dark system banyak banget,1,Indonesia & sekitarnya,Negatif
2025-03-16 10:09:16,Please improve Mactmaxing and punish feeder players because it is very detrimental to other players.......,1,Simon,Negatif
2025-03-16 10:06:40,"Tidak menantang. Kurang bagus, kebanyakan pemain pada toxic, di game saat maen solo rank di kasih tim konyol terus, magenya 2 lah, pada ga mau jadi tank, hypernya ga bisa maen lah, exp line lemah lah, mm nya mukil lah, roamingnya ga bisa maen jadi roaming lah, jadi banyak hal bikin game ini, bukan bikin seneng malah bikin jengkel.",1,Suko Condro,Negatif
2025-03-16 10:03:08,game rusakk banyak dark sistem,1,Dafa Nugroho,Negatif
2025-03-16 10:03:01,"game yang ngasih tim jelek terus udh 20match main dikasi tim yg jelek sedangkan musuh jago"" cape mvp kalah trs main solo ketemu dul di rank bikin susah jg lain kali di perhatiin lah udh ls 5x mvp kalah buat la setiap kalah tapi mvp di lindungi cape gw hidup gini terus ngegendong org di troll gw usahain win eh tetep aja sengaja blunder tim nya gaje trs game apasih ini bukanya bikin seneng malah bikin cape mental emosi makan hati juga males bgt lama"" apus jg ni game ga setara banget game nya hade",1,Arif Muhammad,Negatif
2025-03-16 10:02:54,"Tolong dong jaringannya di perbaiki, kalau tidak pemain akan kabur.",1,Sarip Munandar,Negatif
2025-03-16 10:00:42,"Mobile legen semakin kesini semakin ga seru udah kebanyakan hero sama skin ,kebanyak update gajelas ,sinyal bagus masih ngelek pake wifi masih ngelek ,kartu telkomsel 4G wifi 20MBPs sinyal full masih aja ngelek. game rusak",1,BANG YOGA,Negatif
2025-03-16 09:56:11,"plis lah montoon kalau kasih musuh sama tim tuhhh yang bener dong, masa iyaa aku naikin rank gm timku tuh baru gm semua, sedangkan tim musuh mantan honor-glory tolong yaa montoon",3,niken ayu,Netral
2025-03-16 09:54:51,Maybe yes maybe no but I don't know,3,Wafi Amirudin,Netral
2025-03-16 09:53:05,Masih banyak pemain yang suka ngetrol .. saat dilaporkan tidska da tanggapan dari moonton,1,Wildan asrur romadhon,Negatif
2025-03-16 09:51:35,Game kikir anj,1,kepin wiliypratama,Negatif
2025-03-16 09:50:07,MOONTON GBLK!!,1,Rakan Pasha,Negatif
2025-03-16 09:48:39,Banyak dark sistem,1,Muhammad FAUZAN,Negatif
2025-03-16 09:46:37,matchmaking busuk perbaiki lah gameplay nya moonton masa ketemu 2 mm,1,Raga aji Justin,Negatif
2025-03-16 09:44:47,"woi muntun,lu niat ga sih buat ngembangin nih game,ngapa ngelag mulu tiap gua main,hp gua masih bagus aja buat game berat lain,napa main ini game ngelag,stres",1,Hayang Jajan,Negatif
2025-03-16 09:41:50,"Game kocak,padahal jaringan lancar tapi jaringan malah merah",1,Nabil Pahrezi,Negatif
2025-03-16 09:41:43,perbaiki dulu sistem machmaking mu dari pada buat colab sana sini,1,Akun Vivo,Negatif
2025-03-16 09:41:40,Game rusak masa GK mau naik rank aja susah di kasih tim beban tim GK mau lord moonton lu nyiptain game kok pelit minimal dikasih ke immortal pelit buuuu👎👎👎 dasar moonton gak jelas,1,faeyza maheswara,Negatif
2025-03-16 09:38:30,"Monton kalo gak senang bilang aku terus main dapat tim drak sistem musuhnya di kasih jago"" gua MLS main ml lagi cape sama monton",1,Wahyu Syah,Negatif
2025-03-16 09:37:14,moonton lolot,1,FANNAN aja,Negatif
2025-03-16 09:36:49,baru mau mythic mlh KLH dikasih dark sistem duo bucin lagi Nana lagi,1,Muklas Aweng,Negatif
2025-03-16 09:32:40,game ini game Ter bagus yang pernah saya mainkan,2,Byan 007,Negatif
2025-03-16 09:30:55,selalu gagal report yang troll terus.,1,ihsan hadi,Negatif
2025-03-16 09:30:19,mlbb game busuk banyak dark system,1,Idopamungkas,Negatif
2025-03-16 09:28:22,game asw,1,Muhammad Luthfi,Negatif
2025-03-16 09:27:55,"kepada moonton selaku pemilik game mobile legend: saya kecewa Karena saya selalu mendapatkan team yang tidak bisa main serta rank yang berada 1/2 di bawah saya, dan mengapa saya mendapatkan musuh yang bisa main dan rank nya selalu 1 ke atas dari saya atau 2 ke atas dari team saya",1,Ak Bar,Negatif
2025-03-16 09:25:41,Player yg sering troll di ban permanen aja,1,Jean Manis,Negatif
2025-03-16 09:24:56,games dah keliatan bosoknya. gw ribuan main dapet tem yg baru main 200 mact. monton mulai gila,1,Wardah Saadah,Negatif
2025-03-16 09:22:55,saya kasi tiga karena kredit sekor saya 59 gak bisa di buat apa2 tolong perivasi dri monton,3,Musa 89,Netral
2025-03-16 09:22:22,Pemulihan akunnya gagal Mulu padahal udah pke top up pertama ml sekarang ga kaya dlu,1,Ripal Goming,Negatif
2025-03-16 09:22:17,jelek mainyama 😃😃😃😃,1,Japa Sanding,Negatif
2025-03-16 09:21:27,Wow yg gak nyalaa bintang nya,1,Abdul Karim,Negatif
2025-03-16 09:21:08,"ini game uda dark sistemnya parah, tambah ping nya suka drop tiba2 padahal jaringan full",1,surya as,Negatif
2025-03-16 09:19:08,B aja,3,lilyacele,Netral
2025-03-16 09:17:51,"TIM DERAK SISTEM MUSUH IMMORTAL KAGAK CAPEK NAPA UDAH GAME KONci motor, MEMErih",1,Si Blacky,Negatif
2025-03-16 09:16:54,Kok aku diban padahal gak ngecheat,1,ahmad mufli,Negatif
2025-03-16 09:16:12,"kalo ngasih tim yg bener dikit lah, apalagi goldlane, disetarain sama skill pemain lain, jangan cuma digendong",2,Radithya Maulana Wahyudi,Negatif
2025-03-16 09:15:39,"Hallo admin. saya ingin beri sedikit masukan terkait ""pelanggaran/report"". Coba dicek pertandingannya lagi bilamana ada player yg report orang lain, jangan karena kita coklat dengan gampangnya langsung kena pelanggaran akibat laporan daei orang lain. terkadang kita coklat karena dirusuh temen sendiri, contoh seperti tadi ketika saya hyper buff saya dirusuh sama 1 team sendiri dari awal. coba pikirkan montoon, udah dirusuh team sendiri, dapet coklat, eh kena pelanggaran karena direport orang lain",1,Rizky Putra,Negatif
